r	n	accum	mflops
16	90730	0.002397	1211.369186
16	90740	0.002390	1215.114951
16	90750	0.002397	1211.495692
16	90760	0.002396	1211.946203
16	90770	0.002396	1212.185961
16	90780	0.002391	1214.798075
16	90790	0.002395	1213.231256
16	90800	0.002398	1211.633449
16	90810	0.002398	1211.837131
16	90820	0.002401	1210.524781
16	90830	0.002397	1212.456951
16	90840	0.002400	1211.073342
16	90850	0.002400	1211.524148
16	90860	0.002398	1212.469480
16	90870	0.002416	1203.454618
16	90880	0.002405	1209.214137
16	90890	0.002400	1211.916153
16	90900	0.002397	1213.638918
16	90910	0.002405	1209.613306
16	90920	0.002399	1212.704756
16	90930	0.002399	1213.120796
16	90940	0.002398	1213.713164
16	90950	0.002411	1207.025833
16	90960	0.002399	1213.096703
16	90970	0.002397	1214.467611
16	90980	0.002398	1214.317920
16	90990	0.002421	1202.575744
16	91000	0.002404	1211.092308
16	91010	0.002406	1210.346494
16	91020	0.002398	1214.391885
16	91030	0.002405	1211.351010
16	91040	0.002405	1211.484081
16	91050	0.002405	1211.651920
16	91060	0.002400	1214.112592
16	91070	0.002406	1211.355376
16	91080	0.002408	1210.469505
16	91090	0.002404	1212.466079
16	91100	0.002398	1215.459247
16	91110	0.002409	1210.411753
16	91120	0.002400	1214.770858
16	91130	0.003160	922.777331
16	91140	0.002699	1080.732554
16	91150	0.002427	1201.847602
16	91160	0.002414	1208.413059
16	91170	0.002407	1212.086968
16	91180	0.002400	1215.748024
16	91190	0.002413	1209.160361
16	91200	0.002418	1207.196519
16	91210	0.002408	1212.021047
16	91220	0.002404	1214.372751
16	91230	0.002409	1211.654354
16	91240	0.002411	1211.155299
16	91250	0.002417	1207.928312
16	91260	0.002412	1210.719163
16	91270	0.002409	1212.607357
16	91280	0.002411	1211.405366
16	91290	0.002413	1210.696040
16	91300	0.002415	1209.848405
16	91310	0.002410	1212.260513
16	91320	0.002411	1212.287152
16	91330	0.002416	1209.721449
16	91340	0.002416	1209.679155
16	91350	0.002415	1210.546063
16	91360	0.002413	1211.484304
16	91370	0.002408	1214.041801
16	91380	0.002406	1215.549536
16	91390	0.002456	1190.621204
16	91400	0.002431	1203.273787
16	91410	0.002410	1213.517659
16	91420	0.002407	1215.269801
16	91430	0.002417	1210.625580
16	91440	0.002424	1207.338901
16	91450	0.002412	1213.485848
16	91460	0.002411	1214.145673
16	91470	0.002442	1198.548004
16	91480	0.002421	1209.191201
16	91490	0.002415	1212.366161
16	91500	0.002410	1214.782509
16	91510	0.002415	1212.455961
16	91520	0.002421	1209.859855
16	91530	0.002423	1208.736199
16	91540	0.002415	1213.063892
16	91550	0.002418	1211.619404
16	91560	0.002414	1213.926143
16	91570	0.002419	1211.499287
16	91580	0.002416	1213.208111
16	91590	0.002425	1208.414471
16	91600	0.002424	1209.207501
16	91610	0.002416	1213.430219
16	91620	0.002413	1214.967795
16	91630	0.002487	1178.931252
16	91640	0.002705	1084.219972
16	91650	0.002716	1079.765624
16	91660	0.002425	1209.546989
16	91670	0.002434	1205.235682
16	91680	0.002427	1209.044591
16	91690	0.002422	1211.198034
16	91700	0.002417	1213.955524
16	91710	0.002427	1209.265796
16	91720	0.002426	1209.746093
16	91730	0.002432	1206.959292
16	91740	0.002424	1210.951228
16	91750	0.002423	1211.781021
16	91760	0.002421	1212.752504
16	91770	0.002427	1209.813669
16	91780	0.002428	1209.388474
16	91790	0.002431	1208.165549
16	91800	0.002424	1212.127214
16	91810	0.002427	1210.584372
16	91820	0.002423	1212.496358
16	91830	0.002430	1209.386475
16	91840	0.002427	1211.154617
16	91850	0.002426	1211.739926
16	91860	0.002426	1211.801910
16	91870	0.002427	1211.062130
16	91880	0.002429	1210.462437
16	91890	0.002432	1209.030228
16	91900	0.002875	1022.849600
16	91910	0.002434	1208.356341
16	91920	0.002432	1209.528889
16	91930	0.002433	1209.069832
16	91940	0.002428	1211.705864
16	91950	0.002429	1211.210614
16	91960	0.002430	1211.168339
16	91970	0.002432	1210.013165
16	91980	0.002427	1212.721512
16	91990	0.002439	1206.914436
16	92000	0.002430	1211.416448
16	92010	0.002428	1212.698339
16	92020	0.002430	1211.679799
16	92030	0.002432	1210.732871
16	92040	0.002441	1206.465384
16	92050	0.002429	1212.702083
16	92060	0.002426	1214.370190
16	92070	0.002434	1210.529019
16	92080	0.002437	1209.307021
16	92090	0.002436	1209.924495
16	92100	0.002428	1213.814554
16	92110	0.002439	1208.350124
16	92120	0.002438	1208.897113
16	92130	0.002438	1209.339797
16	92140	0.002424	1216.300894
16	92150	0.002479	1189.496066
16	92160	0.002729	1080.495271
16	92170	0.002443	1207.202185
16	92180	0.002432	1212.671849
16	92190	0.002448	1204.983841
16	92200	0.002438	1210.328155
16	92210	0.002431	1213.833003
16	92220	0.002436	1211.528040
16	92230	0.002440	1209.508834
16	92240	0.002441	1209.121170
16	92250	0.002440	1209.736907
16	92260	0.002432	1214.072170
16	92270	0.002439	1210.414854
16	92280	0.002439	1210.719254
16	92290	0.002439	1210.988980
16	92300	0.002434	1213.622851
16	92310	0.002436	1212.710403
16	92320	0.002442	1209.754563
16	92330	0.002447	1207.468210
16	92340	0.002439	1211.402652
16	92350	0.002439	1211.776771
16	92360	0.002438	1212.289758
16	92370	0.002440	1211.275801
16	92380	0.002439	1211.996973
16	92390	0.002449	1207.322307
16	92400	0.002440	1211.634444
16	92410	0.002446	1209.066362
16	92420	0.002440	1211.861941
16	92430	0.002447	1208.775984
16	92440	0.002446	1209.563224
16	92450	0.002446	1209.451744
16	92460	0.002434	1215.761608
16	92470	0.002445	1210.058686
16	92480	0.002446	1210.086123
16	92490	0.002444	1210.769982
16	92500	0.002440	1213.188838
16	92510	0.002442	1212.036349
16	92520	0.002446	1210.229461
16	92530	0.002444	1211.570677
16	92540	0.002443	1212.151974
16	92550	0.002444	1211.555926
16	92560	0.002443	1212.275501
16	92570	0.002448	1210.227020
16	92580	0.002445	1211.706256
16	92590	0.002453	1207.766215
16	92600	0.002446	1211.241261
16	92610	0.002443	1212.930360
16	92620	0.002442	1213.477534
16	92630	0.002455	1207.428134
16	92640	0.002455	1207.764620
16	92650	0.002455	1207.482744
16	92660	0.002458	1206.069232
16	92670	0.002745	1080.420154
16	92680	0.002464	1203.594355
16	92690	0.002455	1208.416479
16	92700	0.002444	1213.900437
16	92710	0.002460	1206.205858
16	92720	0.002450	1211.013009
16	92730	0.002451	1210.453426
16	92740	0.002450	1211.205018
16	92750	0.002454	1209.233196
16	92760	0.002457	1208.194977
16	92770	0.002448	1212.668345
16	92780	0.002451	1211.278546
16	92790	0.002454	1210.167875
16	92800	0.002454	1210.160688
16	92810	0.002453	1210.497291
16	92820	0.002445	1214.777370
16	92830	0.002455	1210.207171
16	92840	0.005377	552.526035
16	92850	0.002452	1211.537003
16	92860	0.002445	1215.301365
16	92870	0.002458	1208.871446
16	92880	0.002459	1208.761176
16	92890	0.002454	1211.127536
16	92900	0.002449	1213.744447
16	92910	0.002453	1212.009045
16	92920	0.002470	1203.947131
16	92930	0.002463	1207.388319
16	92940	0.002458	1210.195152
16	92950	0.002455	1211.427101
16	92960	0.002455	1211.833332
16	92970	0.002457	1210.861218
16	92980	0.002454	1212.300983
16	92990	0.002459	1210.158289
16	93000	0.002460	1209.910533
16	93010	0.002884	1031.845442
16	93020	0.002451	1214.688862
16	93030	0.002460	1210.197504
16	93040	0.002459	1210.808982
16	93050	0.002458	1211.420946
16	93060	0.002453	1213.931151
16	93070	0.002457	1212.335846
16	93080	0.002459	1211.501980
16	93090	0.002458	1211.735145
16	93100	0.002456	1213.244202
16	93110	0.002460	1210.963505
16	93120	0.002459	1211.953595
16	93130	0.002458	1212.290337
16	93140	0.002460	1211.731904
16	93150	0.002469	1207.473307
16	93160	0.002461	1211.166826
16	93170	0.002477	1203.477096
16	93180	0.004370	682.259995
16	93190	0.002766	1078.088068
16	93200	0.002470	1207.643496
16	93210	0.002466	1209.620120
16	93220	0.002461	1212.118749
16	93230	0.002469	1208.510321
16	93240	0.002463	1211.416470
16	93250	0.002462	1211.821432
16	93260	0.002461	1212.638861
16	93270	0.002467	1209.645258
16	93280	0.002467	1210.048605
16	93290	0.002464	1211.378505
16	93300	0.002461	1213.365553
16	93310	0.002466	1210.883482
16	93320	0.002470	1209.198402
16	93330	0.002466	1211.280561
16	93340	0.002459	1214.540755
16	93350	0.002464	1212.501527
16	93360	0.002467	1210.880709
16	93370	0.002466	1211.627707
16	93380	0.002470	1209.838685
16	93390	0.002471	1209.421287
16	93400	0.002465	1212.326236
16	93410	0.002463	1213.383788
16	93420	0.002466	1212.310952
16	93430	0.002488	1201.652224
16	93440	0.002484	1203.570685
16	93450	0.002465	1213.318754
16	93460	0.002458	1216.793402
16	93470	0.002472	1209.909883
16	93480	0.002473	1209.629286
16	93490	0.002471	1210.921642
16	93500	0.002462	1215.518005
16	93510	0.002476	1208.618239
16	93520	0.002468	1212.715553
16	93530	0.002469	1212.296488
16	93540	0.002469	1212.151645
16	93550	0.002469	1212.521340
16	93560	0.002468	1212.925087
16	93570	0.002473	1210.759612
16	93580	0.002468	1213.253183
16	93590	0.002479	1208.254545
16	93600	0.002473	1211.114009
16	93610	0.002470	1212.921711
16	93620	0.002467	1214.356274
16	93630	0.002476	1210.169241
16	93640	0.002477	1209.581776
16	93650	0.002476	1210.461965
16	93660	0.002463	1216.735472
16	93670	0.002481	1208.368406
16	93680	0.002472	1212.457032
16	93690	0.003235	926.663553
16	93700	0.002783	1077.323779
16	93710	0.002491	1204.036368
16	93720	0.002483	1207.720773
16	93730	0.002478	1210.266541
16	93740	0.002469	1215.018420
16	93750	0.002490	1205.023018
15	93760	0.002336	1204.183820
15	93770	0.002337	1203.520332
15	93780	0.002324	1210.412282
15	93790	0.002333	1206.047339
15	93800	0.002333	1206.175929
15	93810	0.002334	1205.654921
15	93820	0.002326	1209.873975
15	93830	0.002329	1208.877902
15	93840	0.002333	1206.834614
15	93850	0.002338	1204.367291
15	93860	0.002334	1206.477910
15	93870	0.002334	1206.497891
15	93880	0.002334	1206.734990
15	93890	0.002334	1206.610721
15	93900	0.002334	1207.028272
15	93910	0.002340	1204.057717
15	93920	0.002330	1209.493078
15	93930	0.002334	1207.558263
15	93940	0.002329	1210.185968
15	93950	0.002371	1188.920451
15	93960	0.002335	1207.329813
15	93970	0.002335	1207.350228
15	93980	0.002339	1205.531231
15	93990	0.002339	1205.731168
15	94000	0.002334	1208.060592
15	94010	0.002332	1209.419086
15	94020	0.002342	1204.569215
15	94030	0.002367	1191.793948
15	94040	0.002336	1207.888007
15	94050	0.002332	1209.752626
15	94060	0.002336	1208.072483
15	94070	0.002337	1207.659077
15	94080	0.002338	1207.318857
15	94090	0.002340	1206.437754
15	94100	0.002331	1211.193955
15	94110	0.002338	1207.378983
15	94120	0.002339	1207.074699
15	94130	0.002337	1208.465550
15	94140	0.002327	1213.454470
15	94150	0.002342	1205.875296
15	94160	0.002342	1205.967335
15	94170	0.002345	1204.551123
15	94180	0.002331	1212.223663
15	94190	0.002402	1176.635681
15	94200	0.002615	1080.740410
15	94210	0.002630	1074.740536
15	94220	0.002343	1206.196125
15	94230	0.002362	1196.835872
15	94240	0.002344	1206.308543
15	94250	0.002349	1203.782111
15	94260	0.002348	1204.590376
15	94270	0.002368	1194.377670
15	94280	0.002347	1205.348125
15	94290	0.002346	1205.978605
15	94300	0.002342	1207.832596
15	94310	0.002352	1202.974591
15	94320	0.002353	1202.673628
15	94330	0.002344	1207.388970
15	94340	0.002342	1208.237119
15	94350	0.002378	1190.195364
15	94360	0.002363	1197.885040
15	94370	0.002392	1183.772643
15	94380	0.002403	1178.186939
15	94390	0.002357	1201.426081
15	94400	0.002349	1205.697945
15	94410	0.002346	1207.333261
15	94420	0.002342	1209.369604
15	94430	0.002365	1197.605550
15	94440	0.002352	1204.668665
15	94450	0.002356	1202.581635
15	94460	0.002794	1014.238276
15	94470	0.002355	1203.443068
15	94480	0.002348	1207.330366
15	94490	0.002351	1205.521234
15	94500	0.002367	1197.715595
15	94510	0.002360	1201.494017
15	94520	0.002347	1208.200733
15	94530	0.002351	1206.497448
15	94540	0.002356	1203.763320
15	94550	0.002355	1204.212132
15	94560	0.002355	1204.482161
15	94570	0.002348	1208.443901
15	94580	0.002362	1201.246207
15	94590	0.002358	1203.222841
15	94600	0.002352	1206.745016
15	94610	0.002348	1208.810865
15	94620	0.002365	1200.228325
15	94630	0.002355	1205.481290
15	94640	0.002356	1205.108212
15	94650	0.002352	1207.096426
15	94660	0.002356	1205.220159
15	94670	0.002363	1201.749754
15	94680	0.002359	1203.940400
15	94690	0.002365	1200.902992
15	94700	0.002341	1213.425846
15	94710	0.002390	1188.662835
15	94720	0.002642	1075.389269
15	94730	0.002382	1193.062029
15	94740	0.002362	1203.526992
15	94750	0.002360	1204.616574
15	94760	0.002357	1206.207206
15	94770	0.002367	1201.279235
15	94780	0.002357	1206.318983
15	94790	0.002357	1206.338783
15	94800	0.002357	1206.573535
15	94810	0.002371	1199.839026
15	94820	0.002357	1206.970439
15	94830	0.002366	1202.642948
15	94840	0.002356	1207.762587
15	94850	0.002360	1205.958976
15	94860	0.002358	1206.621536
15	94870	0.002367	1202.582377
15	94880	0.002373	1199.275985
15	94890	0.002360	1206.074988
15	94900	0.002357	1207.666967
15	94910	0.002364	1204.404433
15	94920	0.002378	1197.280513
15	94930	0.002356	1208.836361
15	94940	0.002355	1209.465783
15	94950	0.002364	1205.019073
15	94960	0.002377	1198.453722
15	94970	0.002366	1204.383311
15	94980	0.002359	1207.933854
15	94990	0.002365	1205.098993
15	95000	0.002378	1198.676661
15	95010	0.002371	1202.299567
15	95020	0.002361	1207.619876
15	95030	0.002362	1207.210999
15	95040	0.002364	1206.196989
15	95050	0.002365	1205.611389
15	95060	0.002367	1204.813169
15	95070	0.002368	1204.264772
15	95080	0.002363	1207.203608
15	95090	0.002365	1206.047359
15	95100	0.002365	1206.494518
15	95110	0.002377	1200.134764
15	95120	0.002362	1208.104154
15	95130	0.002363	1207.731615
15	95140	0.002365	1206.645810
15	95150	0.002383	1198.105696
15	95160	0.002370	1204.375035
15	95170	0.002362	1208.739708
15	95180	0.002359	1210.620595
15	95190	0.002383	1198.118052
15	95200	0.002373	1203.745774
15	95210	0.002376	1202.103460
15	95220	0.002380	1200.288916
15	95230	0.002665	1071.999460
15	95240	0.002384	1198.571379
15	95250	0.002374	1203.633774
15	95260	0.002373	1204.256743
15	95270	0.002372	1204.879719
15	95280	0.002367	1207.494373
15	95290	0.002370	1205.984233
15	95300	0.002380	1201.368022
15	95310	0.002372	1205.491811
15	95320	0.002369	1206.897498
15	95330	0.002374	1204.928921
15	95340	0.002379	1202.295636
15	95350	0.002372	1205.820312
15	95360	0.002368	1208.223420
15	95370	0.002367	1208.492521
15	95380	0.002380	1202.200210
15	95390	0.002373	1205.970813
15	95400	0.005190	551.436693
15	95410	0.002383	1200.921869
15	95420	0.002370	1207.878680
15	95430	0.002376	1204.987129
15	95440	0.002369	1208.666330
15	95450	0.002369	1208.614911
15	95460	0.002373	1206.678319
15	95470	0.002377	1204.748833
15	95480	0.002399	1193.791982
15	95490	0.002378	1204.823838
15	95500	0.002369	1209.283243
15	95510	0.002379	1204.509818
15	95520	0.002387	1200.617906
15	95530	0.002379	1204.903869
15	95540	0.002375	1206.624436
15	95550	0.002376	1206.609010
15	95560	0.002386	1201.366812
15	95570	0.002792	1026.926602
15	95580	0.002373	1208.160073
15	95590	0.002378	1205.979052
15	95600	0.002373	1208.412370
15	95610	0.002378	1206.054365
15	95620	0.002377	1206.924988
15	95630	0.002396	1197.410598
15	95640	0.002375	1207.851794
15	95650	0.002376	1207.481462
15	95660	0.002375	1208.566342
15	95670	0.002392	1199.799845
15	95680	0.002382	1204.956340
15	95690	0.002376	1208.340822
15	95700	0.002369	1212.065946
15	95710	0.002397	1197.783893
15	95720	0.002393	1200.006519
15	95730	0.002399	1197.336417
15	95740	0.004231	678.855914
15	95750	0.002682	1071.004324
15	95760	0.002389	1202.648942
15	95770	0.002381	1206.796975
15	95780	0.002388	1203.181686
15	95790	0.002398	1198.261214
15	95800	0.002392	1201.675823
15	95810	0.002382	1206.840738
15	95820	0.002378	1208.738948
15	95830	0.002386	1205.078356
15	95840	0.002386	1204.851589
15	95850	0.002395	1200.445361
15	95860	0.002380	1208.143690
15	95870	0.002382	1207.349125
15	95880	0.002387	1205.037328
15	95890	0.002411	1193.049977
15	95900	0.002384	1206.700649
15	95910	0.002383	1207.357187
15	95920	0.002381	1208.403900
15	95930	0.002395	1201.481907
15	95940	0.002386	1206.249767
15	95950	0.002394	1202.504016
15	95960	0.002385	1206.995948
15	95970	0.002399	1200.268144
15	95980	0.002385	1207.105801
15	95990	0.002407	1196.303535
15	96000	0.002393	1203.481572
15	96010	0.002387	1206.423536
15	96020	0.002384	1208.175125
15	96030	0.002393	1203.857660
15	96040	0.002406	1197.690916
15	96050	0.002393	1204.354484
15	96060	0.002381	1210.380087
15	96070	0.002393	1204.570019
15	96080	0.002399	1201.328864
15	96090	0.002389	1206.899511
15	96100	0.002384	1209.111238
15	96110	0.002389	1206.903624
15	96120	0.002409	1197.020649
15	96130	0.002394	1204.478611
15	96140	0.002394	1204.779518
15	96150	0.002388	1207.900410
15	96160	0.002390	1207.178292
15	96170	0.002393	1205.823865
15	96180	0.002390	1207.358636
15	96190	0.002408	1198.170420
15	96200	0.002395	1205.039621
15	96210	0.002388	1208.689094
15	96220	0.002386	1209.770703
15	96230	0.002419	1193.201122
15	96240	0.002392	1207.230336
15	96250	0.003132	922.042614
15	96260	0.002684	1076.064550
15	96270	0.002408	1199.584314
15	96280	0.002402	1202.604561
15	96290	0.002396	1205.639423
15	96300	0.002406	1200.898866
15	96310	0.002396	1205.819384
15	96320	0.002394	1206.929822
15	96330	0.002399	1204.595294
15	96340	0.002402	1203.283863
15	96350	0.002399	1205.020690
15	96360	0.002393	1207.782653
15	96370	0.002393	1208.119990
15	96380	0.002406	1201.652241
15	96390	0.002399	1205.135108
15	96400	0.002397	1206.383320
15	96410	0.002392	1208.938698
15	96420	0.002398	1206.352808
15	96430	0.002405	1202.799506
15	96440	0.002400	1205.584893
15	96450	0.002413	1199.287266
15	96460	0.002393	1209.248254
15	96470	0.002398	1206.907912
15	96480	0.002401	1205.488170
15	96490	0.002406	1202.918720
15	96500	0.002393	1209.749705
15	96510	0.002439	1187.282508
15	96520	0.002400	1206.409017
15	96530	0.002409	1201.987332
15	96540	0.002396	1208.699027
15	96550	0.002403	1205.345718
15	96560	0.002398	1207.893338
15	96570	0.002398	1208.229523
15	96580	0.002398	1208.459971
15	96590	0.002431	1192.159076
15	96600	0.002412	1201.361045
15	96610	0.002403	1206.165540
15	96620	0.002395	1210.194088
15	96630	0.002403	1206.555330
15	96640	0.002412	1201.858503
15	96650	0.002404	1205.928702
15	96660	0.002397	1209.743025
15	96670	0.002398	1209.233556
15	96680	0.002414	1201.242991
15	96690	0.002412	1202.585017
15	96700	0.002402	1207.745558
15	96710	0.002403	1207.238186
15	96720	0.002404	1207.047601
15	96730	0.002406	1206.155846
15	96740	0.002401	1208.772031
15	96750	0.002477	1171.909540
15	96760	0.002691	1078.566118
15	96770	0.002702	1074.466912
15	96780	0.002404	1207.936585
15	96790	0.002429	1195.417915
15	96800	0.002415	1202.456589
15	96810	0.002409	1205.613494
15	96820	0.002402	1209.138600
15	96830	0.002412	1204.326271
15	96840	0.002411	1204.939206
15	96850	0.002411	1204.854250
15	96860	0.002413	1204.002070
15	96870	0.002408	1206.955914
15	96880	0.002406	1207.746131
15	96890	0.002411	1205.491837
15	96900	0.002421	1200.781685
15	96910	0.002414	1204.449416
15	96920	0.002413	1204.817280
15	96930	0.002409	1206.932547
15	96940	0.002419	1202.040021
15	96950	0.002414	1204.667574
15	96960	0.002412	1206.013150
15	96970	0.002407	1208.622011
15	96980	0.002406	1209.378231
15	96990	0.002415	1204.711529
15	97000	0.002414	1205.428654
15	97010	0.002430	1197.652842
15	97020	0.002858	1018.506401
15	97030	0.002416	1205.069164
15	97040	0.002416	1204.775400
15	97050	0.002424	1201.218918
15	97060	0.002411	1207.501288
15	97070	0.002419	1203.651502
15	97080	0.002413	1206.772245
15	97090	0.002411	1208.224739
15	97100	0.002412	1207.719454
15	97110	0.002419	1204.286869
15	97120	0.002425	1201.531606
15	97130	0.002413	1207.498350
15	97140	0.002410	1209.302441
15	97150	0.002419	1204.713200
15	97160	0.002430	1199.573309
15	97170	0.002422	1203.745150
15	97180	0.002411	1208.994180
15	97190	0.002414	1207.789803
15	97200	0.002428	1200.964726
15	97210	0.002420	1204.866067
15	97220	0.002436	1197.045433
15	97230	0.002419	1205.809414
15	97240	0.002419	1206.038128
15	97250	0.002419	1205.918362
15	97260	0.002408	1211.779906
15	97270	0.002466	1183.280071
15	97280	0.002712	1075.985979
15	97290	0.002428	1201.973267
15	97300	0.002418	1207.340331
15	97310	0.002443	1195.002382
15	97320	0.002425	1203.832671
15	97330	0.002417	1208.131333
15	97340	0.002414	1209.583720
15	97350	0.002435	1199.471666
15	97360	0.002430	1202.146478
15	97370	0.002427	1203.411623
15	97380	0.002434	1200.082322
15	97390	0.002421	1207.027256
15	97400	0.002419	1207.813337
15	97410	0.002423	1205.918048
15	97420	0.002429	1203.198319
15	97430	0.002425	1205.089502
15	97440	0.002426	1204.727418
15	97450	0.002423	1206.552652
15	97460	0.002433	1201.930291
15	97470	0.002426	1205.098331
15	97480	0.002426	1205.430124
15	97490	0.002420	1208.475817
15	97500	0.002419	1209.192842
15	97510	0.002427	1205.245680
15	97520	0.002429	1204.468588
15	97530	0.002457	1191.030089
15	97540	0.002419	1209.444929
15	97550	0.002428	1205.497712
15	97560	0.002430	1204.408263
15	97570	0.002429	1205.016187
15	97580	0.002422	1208.615130
15	97590	0.002426	1206.859523
15	97600	0.002425	1207.504841
15	97610	0.002427	1206.620404
15	97620	0.002426	1207.369879
15	97630	0.002427	1206.694603
15	97640	0.002429	1205.915457
15	97650	0.002423	1209.203069
15	97660	0.002424	1208.908739
15	97670	0.002430	1205.870454
15	97680	0.002429	1206.479516
15	97690	0.002435	1203.729603
15	97700	0.002423	1209.891638
15	97710	0.002429	1206.953912
15	97720	0.002432	1205.343872
15	97730	0.002429	1207.061799
15	97740	0.002422	1210.876331
15	97750	0.002433	1205.437355
15	97760	0.002433	1205.352574
15	97770	0.002437	1203.645037
15	97780	0.002444	1200.259250
15	97790	0.002725	1076.608886
15	97800	0.002447	1199.065759
15	97810	0.002436	1204.309955
15	97820	0.002428	1208.660543
15	97830	0.002441	1202.109559
15	97840	0.002436	1204.713948
15	97850	0.002445	1200.844334
15	97860	0.002428	1209.224009
15	97870	0.002435	1205.808877
15	97880	0.002439	1203.722834
15	97890	0.002438	1204.501037
15	97900	0.002435	1206.282526
15	97910	0.002439	1204.505547
15	97920	0.002435	1206.459586
15	97930	0.002437	1205.373408
15	97940	0.002434	1207.364008
15	97950	0.002439	1204.893874
15	97960	0.005326	551.777487
15	97970	0.002439	1204.830143
15	97980	0.002440	1204.538842
15	97990	0.002444	1202.768122
15	98000	0.002442	1203.888807
15	98010	0.002434	1207.776796
15	98020	0.002441	1204.686010
15	98030	0.002444	1203.397453
15	98040	0.002453	1199.201511
15	98050	0.002444	1203.573527
15	98060	0.002436	1207.630511
15	98070	0.002449	1201.518714
15	98080	0.002444	1203.976264
15	98090	0.002449	1201.352609
15	98100	0.002444	1204.187775
15	98110	0.002440	1206.240336
15	98120	0.002439	1206.778227
15	98130	0.002873	1024.574973
15	98140	0.002440	1206.505837
15	98150	0.002452	1200.683588
15	98160	0.002444	1204.752242
15	98170	0.002440	1207.220450
15	98180	0.002438	1208.242830
15	98190	0.002448	1203.229198
15	98200	0.002445	1204.760645
15	98210	0.002459	1197.937610
15	98220	0.002437	1209.011828
15	98230	0.002446	1204.681370
15	98240	0.002448	1204.082408
15	98250	0.002447	1204.548473
15	98260	0.002439	1208.534274
15	98270	0.002451	1202.802418
15	98280	0.002450	1203.645228
15	98290	0.002470	1193.659723
15	98300	0.004347	678.363160
15	98310	0.002745	1074.320950
15	98320	0.002457	1200.472766
15	98330	0.002450	1204.085540
15	98340	0.002441	1208.653041
15	98350	0.002450	1204.399272
15	98360	0.002444	1207.275566
15	98370	0.002445	1207.191361
15	98380	0.002443	1208.211614
15	98390	0.002455	1202.147469
15	98400	0.002448	1205.837036
15	98410	0.002444	1207.958459
15	98420	0.002441	1209.705669
15	98430	0.002449	1205.585647
15	98440	0.002453	1203.957257
15	98450	0.002451	1205.108829
15	98460	0.002447	1207.329814
15	98470	0.002447	1207.142577
15	98480	0.002446	1208.057972
15	98490	0.002449	1206.492446
15	98500	0.002447	1207.717129
15	98510	0.002453	1204.641496
15	98520	0.002447	1207.893237
15	98530	0.002449	1207.188980
15	98540	0.002446	1208.517757
15	98550	0.002476	1193.981509
15	98560	0.002461	1201.456473
15	98570	0.002447	1208.575405
15	98580	0.002446	1209.077525
15	98590	0.002456	1204.351742
15	98600	0.002455	1204.850194
15	98610	0.002454	1205.624536
15	98620	0.002446	1209.775358
15	98630	0.002459	1203.470701
15	98640	0.002446	1209.606216
15	98650	0.002450	1207.728976
15	98660	0.002452	1207.197668
15	98670	0.002456	1205.020369
15	98680	0.002452	1207.338977
15	98690	0.002452	1207.426856
15	98700	0.002453	1207.136660
15	98710	0.002456	1205.543227
15	98720	0.002462	1203.099395
15	98730	0.002455	1206.301652
15	98740	0.002448	1210.141461
15	98750	0.002456	1206.203121
15	98760	0.002459	1204.988820
15	98770	0.002455	1206.927522
15	98780	0.002451	1209.079726
15	98790	0.002468	1200.852351
15	98800	0.002451	1209.117332
15	98810	0.003218	921.054594
15	98820	0.002760	1074.101247
15	98830	0.002479	1196.058562
15	98840	0.002467	1201.970531
15	98850	0.002472	1199.782012
15	98860	0.002455	1208.233489
15	98870	0.002464	1203.834445
15	98880	0.002465	1203.478501
15	98890	0.002465	1203.327799
15	98900	0.002460	1206.011767
15	98910	0.002464	1204.424137
15	98920	0.002464	1204.511683
15	98930	0.002468	1202.588245
15	98940	0.002464	1204.653024
15	98950	0.002474	1199.944702
15	98960	0.002465	1204.623241
15	98970	0.002461	1206.659855
15	98980	0.002465	1204.832965
15	98990	0.002472	1201.277609
15	99000	0.002472	1201.602622
15	99010	0.002471	1202.131565
15	99020	0.002464	1205.831637
15	99030	0.002467	1204.110244
15	99040	0.002465	1205.323675
15	99050	0.002466	1204.796806
15	99060	0.002461	1207.619732
15	99070	0.002519	1179.848610
15	99080	0.002466	1205.366484
15	99090	0.002465	1206.102937
15	99100	0.002467	1205.132331
15	99110	0.002472	1202.937736
15	99120	0.002471	1203.501227
15	99130	0.002469	1204.712391
15	99140	0.002463	1207.669934
15	99150	0.002492	1193.474948
15	99160	0.002476	1201.439886
15	99170	0.002472	1203.496049
15	99180	0.002472	1203.447505
15	99190	0.002469	1205.441562
15	99200	0.002467	1206.279952
15	99210	0.002467	1206.230428
15	99220	0.002467	1206.488921
15	99230	0.002475	1202.627528
15	99240	0.002478	1201.595347
15	99250	0.002470	1205.522691
15	99260	0.002465	1207.796285
15	99270	0.002477	1202.230309
15	99280	0.002474	1203.743146
15	99290	0.002474	1203.966092
15	99300	0.002469	1206.539859
15	99310	0.002531	1177.061349
15	99320	0.002759	1080.000348
15	99330	0.002773	1074.559632
15	99340	0.002473	1205.150581
15	99350	0.002482	1200.964156
15	99360	0.002476	1203.897157
15	99370	0.002469	1207.287218
15	99380	0.002466	1208.913701
15	99390	0.002474	1205.042288
15	99400	0.002484	1200.723817
15	99410	0.002479	1202.840063
15	99420	0.002471	1207.075878
15	99430	0.002472	1206.753841
15	99440	0.002470	1207.625626
15	99450	0.002475	1205.667425
15	99460	0.002473	1206.538063
