n	accum	mflops
140000	0.103820	358.699304
141000	0.116275	320.137957
142000	0.101019	371.099810
143000	0.098117	381.849290
144000	0.101940	367.274342
145000	0.104135	359.243806
146000	0.111244	335.983032
147000	0.108539	344.004046
148000	0.110943	336.174059
149000	0.121057	307.705888
150000	0.121896	307.638481
151000	0.127421	293.891023
152000	0.131120	285.174432
153000	0.118472	315.112724
154000	0.134701	276.671866
155000	0.123803	300.476721
156000	0.144086	259.845385
157000	0.158093	236.355289
158000	0.148010	251.929640
159000	0.158687	234.461472
160000	0.147373	254.048951
161000	0.147965	252.438885
162000	0.154762	240.757287
163000	0.163197	229.722084
164000	0.148051	252.562337
165000	0.149053	250.180205
166000	0.150516	247.044228
167000	0.180853	206.841868
168000	0.152548	244.487736
169000	0.176282	210.912335
170000	0.164374	227.530531
171000	0.176564	211.130349
172000	0.174653	214.688394
173000	0.171083	218.420111
174000	0.185963	200.233237
175000	0.184975	202.459646
176000	0.180933	206.219903
177000	0.195553	190.076140
178000	0.191582	195.112081
179000	0.227382	163.741991
180000	0.191879	195.122535
181000	0.187525	198.831797
182000	0.193054	194.204677
183000	0.186257	200.432941
184000	0.184489	201.464601
185000	0.197850	188.880811
186000	0.202011	184.148300
187000	0.191349	195.454370
188000	0.194139	191.739203
189000	0.219524	170.468699
190000	0.207926	179.102005
191000	0.199002	188.118272
192000	0.213353	174.583879
193000	0.209809	178.457742
194000	0.209951	177.413217
195000	0.217563	172.088448
196000	0.210225	177.143756
197000	0.221691	168.838515
198000	0.222878	167.015014
199000	0.227022	164.794687
200000	0.223481	166.456839
201000	0.222631	167.928470
202000	0.211760	175.519794
203000	0.234876	159.028559
204000	0.234287	158.472478
205000	0.222629	167.588604
206000	0.223221	167.959407
207000	0.224386	166.053388
208000	0.245728	152.363476
209000	0.267917	138.856403
210000	0.273288	136.778868
211000	0.237720	156.217583
212000	0.235655	158.333124
213000	0.230638	162.540753
214000	0.238592	156.065575
215000	0.236585	158.124950
216000	0.251761	147.568612
217000	0.231958	160.908563
218000	0.250848	149.476829
219000	0.235194	158.295025
220000	0.270489	138.268208
221000	0.279138	133.009322
222000	0.245684	151.804846
223000	0.238301	157.212916
224000	0.256591	144.915532
225000	0.255813	146.005095
226000	0.241277	153.615747
227000	0.238218	156.277281
228000	0.256278	145.904233
229000	0.253965	146.075025
230000	0.262371	142.012575
231000	0.270624	138.280652
232000	0.243435	152.484353
233000	0.252545	147.617410
234000	0.254594	147.057773
235000	0.263101	141.124626
236000	0.249374	149.526429
237000	0.249050	150.355644
238000	0.269022	138.011111
239000	0.269335	138.429927
240000	0.258171	145.019961
241000	0.249158	148.957420
242000	0.248282	150.103806
243000	0.266352	140.498213
244000	0.251041	147.736743
245000	0.271239	137.295804
246000	0.254312	147.032110
247000	0.267770	138.364886
248000	0.253317	146.851461
249000	0.263428	141.784404
250000	0.282685	132.656597
251000	0.273241	135.953281
252000	0.269284	138.500410
253000	0.259061	144.537212
254000	0.276741	134.002563
255000	0.264958	140.513005
256000	0.264134	141.503948
257000	0.253635	145.910504
258000	0.283258	131.159804
259000	0.272836	136.697555
260000	0.263920	141.861375
261000	0.268892	137.832110
262000	0.268172	138.731702
263000	0.274231	136.184688
264000	0.266794	140.512877
265000	0.266830	139.039579
266000	0.267565	139.181378
267000	0.265252	140.922816
268000	0.266982	138.526110
269000	0.276646	134.186144
270000	0.271594	137.189882
271000	0.267149	139.989383
272000	0.273324	135.341390
273000	0.266423	139.357369
274000	0.273899	136.050080
275000	0.269324	138.866227
276000	0.292533	126.426737
277000	0.268630	138.174952
278000	0.273779	136.066165
279000	0.275788	135.560618
280000	0.271503	136.131218
281000	0.278214	133.321796
282000	0.279161	133.342478
283000	0.287621	129.879103
284000	0.276195	135.730064
285000	0.284284	130.327205
286000	0.281780	131.946908
287000	0.275128	135.609687
288000	0.274851	136.219407
289000	0.271515	136.243076
290000	0.281977	131.642161
291000	0.277057	134.441890
292000	0.278461	134.223626
293000	0.275392	134.056019
294000	0.284281	130.307682
295000	0.277975	133.716894
296000	0.281696	132.397878
297000	0.281665	132.860126
298000	0.291434	126.793801
299000	0.278290	133.227778
300000	0.282277	131.785582
310000	0.276554	134.512801
320000	0.281482	131.873655
330000	0.279147	132.403473
340000	0.297020	125.917389
350000	0.291752	127.162827
360000	0.293131	127.724375
370000	0.288204	128.381242
380000	0.302862	122.960259
390000	0.295077	126.882228
400000	0.293774	125.266448
410000	0.291162	126.733757
420000	0.295404	125.116939
430000	0.288758	128.065632
440000	0.300220	123.109529
450000	0.289122	127.627612
460000	0.300853	122.318942
470000	0.293079	125.085813
480000	0.300674	124.520321
490000	0.295947	125.833410
500000	0.303004	122.110772
510000	0.290160	126.550974
520000	0.298726	125.332226
530000	0.293429	126.435860
540000	0.318259	115.377579
550000	0.332703	112.412721
560000	0.293485	125.934886
570000	0.300124	121.549946
580000	0.294989	125.835278
590000	0.290115	126.087789
600000	0.299509	124.203207
610000	0.307990	118.835191
620000	0.314698	118.208394
630000	0.311018	117.485296
640000	0.316225	117.384671
650000	0.300048	121.314006
660000	0.301705	122.503726
670000	0.303640	119.154145
680000	0.298564	122.988888
690000	0.301385	123.629206
700000	0.348590	104.420550
710000	0.347744	106.170037
720000	0.343778	108.907632
730000	0.292443	124.810832
740000	0.318273	116.252410
750000	0.328896	114.017864
760000	0.289742	125.905050
770000	0.297388	124.281887
780000	0.300512	124.587441
790000	0.287265	126.503433
800000	0.298959	123.093733
810000	0.301594	123.543462
820000	0.286824	125.791426
830000	0.290722	125.618216
840000	0.293029	126.130966
850000	0.301928	123.870635
860000	0.287437	125.662515
870000	0.293388	124.544980
880000	0.304979	121.188788
890000	0.296786	125.949273
900000	0.284043	126.741508
910000	0.294573	123.568559
920000	0.293047	125.577065
930000	0.301679	123.309793
940000	0.286687	124.595646
950000	0.287120	125.731401
960000	0.289105	126.182479
970000	0.299095	123.238394
980000	0.294419	126.486514
990000	0.287326	124.040293
1000000	0.290690	123.843189
